entity,type,url
Courier Corporation,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Lee,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Hugh M.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Internet Archive,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Millender,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Ellen G.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Anton Powell,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Hoboken,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
New Jersey,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Wiley Blackwell,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
David C.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Nigel Wilson,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Routledge,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Classical Weekly,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Classical Association of the Atlantic States,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Jones,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
W. H. S.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Cambridge,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Mass.,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Harvard Univ. Press,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Ehrenberg,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Oxford,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
William Smith,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
"Beale, Allan",ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
E. N.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
E. Norman,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Blackwell Publishing,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Mogens Herman,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
England,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Hanson,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Victor Davis,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Strassler,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Robert B.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
New York,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Simon & Schuster,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Edward J.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Donald G.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Mallowitz,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Raschke,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Stephen,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Mitteilungen,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Des Deutschen Archäologischen Instituts,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Athenische Abteilung,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Patay,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Horváth,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
András,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Budapest,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Archaeolingua Foundation,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Wendy J.,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Madison,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Wisconsin,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Wisconsin University Press,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
David,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Wiley,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Nigel,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Richard,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Victoria,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Canada,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Trafford,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Judith,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Austin,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Texas,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
University of Texas Press,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Tufts,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
K. U. Leuven,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Peking University,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Paul,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Cambridge Univ. Press,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Nikephoros Beihefte,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Hildesheim,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Germany,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Weidmann,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Nielsen,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Thomas Heine,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Copenhagen,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Royal Danish Academy of Sciences and Letters,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Sinn,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Ulrich,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Princeton,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
M. Wiener,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Valavanis,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Panos,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Delphi,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Isthmia,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Nemea,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
J. Paul Getty Museum,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
University of Texas,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Macedonia,GPE,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Thomas F. Scanlon,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
University of California,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Francis,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Chisholm,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Hugh,PERSON,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Encyclopædia Britannica,ORG,https://en.wikipedia.org/wiki/Ancient_Olympic_Games
Rome,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Italy,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Örnsköldsvik,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Sweden,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Bonn,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Germany,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Andrew Parsons,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Seoul,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
South Korea,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the International Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
IPC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Antonio Maglio,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
National Paralympic Committees.[1][2,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
IOC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
George Eyser,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Olivér Halassy,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Károly Takács,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Lis Hartel,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
London,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Ludwig Guttmann,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
"Stoke Mandeville Hospital,[8",ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Council for Assisting Refugee Academics,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
CARA,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Guttman,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Greece,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Guttmann,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Maglio,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
the Workers National Accident Insurance Fund of Italy,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Renato Morelli,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
the International Social Security Association.[16,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Organizing Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Albertville,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
France,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
International Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Paralympic Movement,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
National Paralympic Committees,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
NPC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the International Federation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
National Paralympic Committees[22,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
International Federations,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
a Paralympic Sport,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Rio de Janeiro,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Thierry Darnis,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Antwerp,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Beijing,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Vancouver,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the Salt Lake 2002 Organizing Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
SLOC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Organizing Committee for both Games,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Athens,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the Olympic Movement,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
", Sebastian Coe",PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
England,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Russia,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Russian Federation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Sochi,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Neroli Fairhall,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
New Zealand,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Los Angeles.[51,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Oscar Pistorius,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Pistorius,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Össur,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Paralympics,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Sydney,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the Sydney Paralympic Organizing Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
SPOC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
All Media Sports,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
AMS,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Great Britain,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
BBC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Great Britain.[61,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Norway,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the Norwegian Broadcasting Corporation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
NRK,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
EBU,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Olympic Broadcasting Services,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
OBS,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Channel 4,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Cannes Lions,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Ofcom,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the University of British Columbia,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
UBC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
British Columbia,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Canada,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Xavier Gonzalez,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
China,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the International Olympic Committee's,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Paralympic,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Intellectual Disability,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
International Sports Federations,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the International Wheelchair and Amputee Sports Federation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
IWAS,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the International Blind Sports Federation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
IBSA,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Cerebral Palsy International Sports and Recreation Association,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
CP-ISRA,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
these International Sport Federations,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Spanish National Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Fernando Martín Vicente,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Thomas Oelsner,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Glenn Ikonen,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
The World Anti-Doping Agency,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
WADA,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Governing Board,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Russian Paralympic Committee's,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Philip Craven,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
IPC Athletes' Council,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
CPC,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Todd Nicholson,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Belarus,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Ukraine,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
the United States,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
United States,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Ragnhild Myklebust,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Los Angeles,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Dehghansai,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Nima,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Lemez,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Srdjan,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Wattie,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Nick,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Baker,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Joseph,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Adapted Physical Activity Quarterly.,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Vritika,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
International Committee of Sports for the Deaf,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
CISS,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
DePauw,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Gavron,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Correia,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Susana,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Accessible Portugal Online Magazine,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Canadian Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
BBC News,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Canadian Broadcasting Centre,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Government of Canada,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Galligan,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
BBC Sport,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
International Organisations of Sports for the Disabled,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
International Sport Federations,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Gilbert,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Schantz,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Howe,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
The Vancouver Sun,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Canwest News Service,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Wayback Machine,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Vancouver Organizing Committee for the 2010,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
IPC-IOC Co,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
IPC-IOC Cooperation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
paralympic.org,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Gibson,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Owen,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Sainsbury's,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
The Guardian,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Moscow Times,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
CBC News,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Cacciola,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Scott,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
The New York Times,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Longman,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Jere,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
thestar.com,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
McLean,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Heather,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
SVG Europe,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Cashman,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Goggin,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Newell,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Sweney,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Mark,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Broadcast Now,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Adweek,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Champions League,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
SportBusiness,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Advanced Television,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
University of British Columbia,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Liam Morgan,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Insidethegames.biz,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Liam Llewellyn,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Mirror,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Ariel Bogle,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Mashable.com,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Rebecca Williams,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Sky Sports,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Special21,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Albufeira,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Portugal Resident,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Michael Bruxo,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Emily Laurence,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Down Syndrome International Swimming Organisation,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Australian Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Organization,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
The Daily Telegraph,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Tanni,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Sports Illustrated,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
CNNSI.com,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Maffly,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Davies,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Gareth,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
The Telegraph,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Telegraph Media Group Limited,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Little,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Lyndon,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Canwest Publishing Inc.,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
The National Post,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Agence France-Presse,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Wolbring,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
World Anti Doping Agency,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
World Anti-Doping Agency,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Russian Paralympic Committee,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Craven,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Philip,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Nicholson,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Todd,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Trischa Zorn-Hudson,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
USA Swimming,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Trischa Zorn,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
CNN,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Challenge Magazine,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Disabled Sports USA,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Heidelberg,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
paralympicanorak,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
the Tokyo 2020 Organising Committee – Olympic News,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Richard,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Darcy,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Simon,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Petersham,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Australia,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Walla Walla Press,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Karen P.;,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Susan J.,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Disability Sport,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Champaign,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Human Kinetics,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Frank,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Edexcel,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Oxford,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
United Kingdom,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Heinemann Educational Publishers,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Keith,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Otto J.,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
New York,GPE,https://en.wikipedia.org/wiki/Paralympic_Games
Meyer and Meyer Ltd.,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Gerard,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Christopher,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Rowman & Littlefield Publishers,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
P. David,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Routledge,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Peterson,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Cynthia,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
Robert D. Steadward,PERSON,https://en.wikipedia.org/wiki/Paralympic_Games
One Shot Holdings,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
Thomas and Smith,ORG,https://en.wikipedia.org/wiki/Paralympic_Games
The International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
IOC,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
de Coubertin,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
France,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Alexandria,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Egypt,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Al Ittihad Alexandria Club,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Pierre de Coubertin,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Coubertin,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Henri Didon,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Pierre de Coubertin[8,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Pennsylvania,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Ethelbert Talbot,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Mario De Nonno,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Giorgio Piras,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
De Nonno,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Armiger,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Kirsty Coventry,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
