entity,type,url
Coubertin.[14,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympism,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Coubertin,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Sweden,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Greece,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the United Kingdom,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the United States,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Germany,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Belgium,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Italy,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Hungary,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Spain,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Brazil,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Australia,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Japan,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
China,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Olympic Revue,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Robert Barney,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
USFSA,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Barney,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Carl Jung,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Antwerp,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Berlin,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Carl Diem,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Organizing Committee for the 1936 Summer Olympics,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Delphi,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Lynn,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Gray Poole,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Olympic Movement,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Association of National Olympic Committees,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
WhatsApp,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the International Olympic Committee.[26,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
| Pierre de Coubertin,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Congress,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Paris,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Seoul,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the U.S. Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Hal Haig Prieste,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
U.S.,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Prieste,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Duke Kahanamoku,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Olympic Museum,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Lausanne,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Switzerland,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
"European Sports Capital,[33",ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
MAS,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Oslo,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Norway,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Sochi,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Pyeongchang,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
South Korea,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
London,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Rio de Janeiro,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Singapore,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Jacques Rogge.[40][41,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Nanjing,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Innsbruck,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympia,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Nike,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Rome,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Giuseppe Cassioli,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Cassioli,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Elena Votsi.[46,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Spyridon Samaras,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Kostis Palamas,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Demetrius Vikelas,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Squaw Valley,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Richard Strauss,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Aarre Merikanto,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Merikanto,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Finland,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Leo Arnaud,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
ABC,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
NBC,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Tokyo,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Yūji Koseki,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the German Olympic Center,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Deutsches Olympia-Zentrum,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Herbert Rehbein.[48,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Orchestra of the Bavarian Broadcasting Company,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Orchester des Bayerischen Rundfunks,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Air Force Band Neubiberg,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Willy Mattes.[citation,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
John Williams,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the United States Army Herald Trumpets,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
David Deitrick.[49,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Los Angeles,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Philips,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Arnaud,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Vancouver,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Gregor Robertson,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Atlanta,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Randy Edelman,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Henry Mancini,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Francis Lai,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Marvin Hamlisch,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Philip Glass,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
David Foster,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Mikis Theodorakis,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Ryuichi Sakamoto,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Vangelis,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Basil Poledouris,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Michael Kamen,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Mark Watters,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Heracles.[53,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Zeus,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Herodotus,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Xerxes,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Tigranes,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Mardonius,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Aristophanes,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Grenoble,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Misha,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Moscow,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Minneapolis,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
The Hopefuls,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
The Olympic Hopefuls,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Awana Clubs International,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Wizards of the Coast,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic Village.[60,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Frydenlund,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Patent Office,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Ringnes AS,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic Paint,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic Airlines,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the World Intellectual Property Organization,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
National Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Bob Barney,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Stephen Wenn,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Scott Martyn,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
International Olympic Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Hoffmane,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Université de Paris IV,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Michaela Lochmann,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic News,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Encyclopedia Britannica,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Lennartz,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Journal of Olympic History,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Karl,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Robert Knight Barney,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic Review,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Findling,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
John E.,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Pele,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Kimberly D.,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Greenwood Press,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Poole,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Gray Johnson,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
New York,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
I. Obolensky,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Le Comité internationale olympique et les Jeux olympiques modernes,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
the Executive Committee,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Bulletin du Comité International Olympique,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
ANOC,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Association of National Olympic Committees,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic Study Centre,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Sandomir,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Richard,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
The New York Times,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Montevideo,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
La Red21 Radio,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
AWDC,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Sporting A,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Antwerp World Diamond Centre,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Aloysius M. O’Neill,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
38 North,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Rio,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Eduardo Paes,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Yuriko Koike,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Will,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
International Olympic Committee News,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Beijing,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Thomas Bach,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Sim Jae-guk,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Chen Jining,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Gamebids.com,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
S'pore,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Channel NewsAsia,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Sina Corp.,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Lillehammer,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Howell,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Reet A.,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Allen Guttmann,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Journal of Sport History,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Juergen Wagner,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Heikinheimo,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Seppo,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Aarre Merikanto,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Helsinki,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
WSOY,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Herbert Rehbein,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Songwriters Hall of Fame,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Guegold,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
William K.,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Golden Clef Publishing,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Johnwilliams.org,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Liddell,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Henry George,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Scott,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Robert,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olive Branch,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Clarendon Press,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Pausanias,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Plutus,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Droit,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Olympic Games Museum,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Ayalin,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Adrian,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
ABS-CBN News,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Norwegian Patent Office,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Frydenlund,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Ringnes,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
WIPO Knowledge Repository,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Anderson,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Steve,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Independent,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
O'Sullivan,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Feargus,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Washington D.C.,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
The Salt Lake Tribune,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Salt Lake City,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Utah,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Romine-Peterson,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Jessica,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Park Record,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Park City,GPE,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Hemphill,PERSON,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
Lex,ORG,https://en.wikipedia.org/wiki/Olympic_symbols#Flag
